Eubacterium_rectale_metCcustom,CP092643.1_1253/8-230,CP092643.1_1253,437,384.8,9e-116,0.6,223,245.5,6.3e-76,1.6e-73,0.4,workflow/out/metCcustom/hmmer_output/Eubacterium_rectale_metCcustom.domtblout
Eubacterium_rectale_metCcustom,CP092643.1_1253/276-434,CP092643.1_1253,437,384.8,9e-116,0.6,159,137.7,3.2e-43,8e-41,0.0,workflow/out/metCcustom/hmmer_output/Eubacterium_rectale_metCcustom.domtblout
Eubacterium_rectale_metCcustom,CP092643.1_778/5-224,CP092643.1_778,429,344.8,1.2e-103,0.5,220,220.6,2.3e-68,5.8e-66,0.4,workflow/out/metCcustom/hmmer_output/Eubacterium_rectale_metCcustom.domtblout
Eubacterium_rectale_metCcustom,CP092643.1_778/267-426,CP092643.1_778,429,344.8,1.2e-103,0.5,160,122.6,1.2e-38,3e-36,0.0,workflow/out/metCcustom/hmmer_output/Eubacterium_rectale_metCcustom.domtblout
Eubacterium_rectale_metCcustom,CP092643.1_766/2-406,CP092643.1_766,411,329.9,4.2e-99,0.0,405,328.5,4.4e-101,1.1e-98,0.0,workflow/out/metCcustom/hmmer_output/Eubacterium_rectale_metCcustom.domtblout
Eubacterium_rectale_metCcustom,CP092643.1_1526/70-264,CP092643.1_1526,433,41.0,1.6e-11,0.0,195,40.5,9.7e-14,2.4e-11,0.0,workflow/out/metCcustom/hmmer_output/Eubacterium_rectale_metCcustom.domtblout
Eubacterium_rectale_metCcustom,CP092643.1_2905/58-213,CP092643.1_2905,491,40.1,3.1e-11,0.4,156,39.5,1.9e-13,4.9e-11,0.4,workflow/out/metCcustom/hmmer_output/Eubacterium_rectale_metCcustom.domtblout
Eubacterium_rectale_metCcustom,CP092643.1_2798/122-184,CP092643.1_2798,388,36.6,3.7e-10,0.1,63,35.6,3e-12,7.5e-10,0.1,workflow/out/metCcustom/hmmer_output/Eubacterium_rectale_metCcustom.domtblout
Eubacterium_rectale_metCcustom,CP092643.1_2962/71-228,CP092643.1_2962,484,33.4,3.4e-09,0.6,158,32.0,3.6e-11,8.9e-09,0.6,workflow/out/metCcustom/hmmer_output/Eubacterium_rectale_metCcustom.domtblout
Eubacterium_rectale_metCcustom,CP092643.1_2659/94-202,CP092643.1_2659,393,33.1,4.1e-09,0.1,109,32.0,3.5e-11,8.9e-09,0.1,workflow/out/metCcustom/hmmer_output/Eubacterium_rectale_metCcustom.domtblout
Eubacterium_rectale_metCcustom,CP092643.1_2871/30-156,CP092643.1_2871,375,29.0,7.2e-08,0.1,127,28.3,4.8e-10,1.2e-07,0.1,workflow/out/metCcustom/hmmer_output/Eubacterium_rectale_metCcustom.domtblout
Eubacterium_rectale_metCcustom,CP092643.1_2315/34-127,CP092643.1_2315,406,24.5,1.6e-06,0.1,94,23.9,9.9e-09,2.5e-06,0.1,workflow/out/metCcustom/hmmer_output/Eubacterium_rectale_metCcustom.domtblout
Eubacterium_rectale_metCcustom,CP092643.1_271/85-177,CP092643.1_271,398,23.8,2.7e-06,0.0,93,23.3,1.6e-08,3.9e-06,0.0,workflow/out/metCcustom/hmmer_output/Eubacterium_rectale_metCcustom.domtblout
Eubacterium_rectale_metCcustom,CP092643.1_1183/109-207,CP092643.1_1183,406,19.0,8.1e-05,0.0,99,17.7,7.9e-07,0.0002,0.0,workflow/out/metCcustom/hmmer_output/Eubacterium_rectale_metCcustom.domtblout
