Bacteroides_acidifaciens_metCcustom,NZ_CAJTFZ010000013.1_39/5-225,NZ_CAJTFZ010000013.1_39,429,414.6,1.2e-124,1.5,221,248.1,8.7e-77,3.7e-74,0.6,workflow/out/metCcustom/hmmer_output/Bacteroides_acidifaciens_metCcustom.domtblout
Bacteroides_acidifaciens_metCcustom,NZ_CAJTFZ010000013.1_39/270-427,NZ_CAJTFZ010000013.1_39,429,414.6,1.2e-124,1.5,158,165.5,9.6e-52,4e-49,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides_acidifaciens_metCcustom.domtblout
Bacteroides_acidifaciens_metCcustom,NZ_CAJTFZ010000012.1_24/6-223,NZ_CAJTFZ010000012.1_24,427,366.7,3.9e-110,0.0,218,232.9,3.5e-72,1.4e-69,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides_acidifaciens_metCcustom.domtblout
Bacteroides_acidifaciens_metCcustom,NZ_CAJTFZ010000012.1_24/263-426,NZ_CAJTFZ010000012.1_24,427,366.7,3.9e-110,0.0,164,132.0,1.4e-41,5.7e-39,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides_acidifaciens_metCcustom.domtblout
Bacteroides_acidifaciens_metCcustom,NZ_CAJTFZ010000013.1_61/53-218,NZ_CAJTFZ010000013.1_61,221,143.1,2.6e-42,0.0,166,142.9,7.2e-45,3e-42,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides_acidifaciens_metCcustom.domtblout
Bacteroides_acidifaciens_metCcustom,NZ_CAJTFZ010000031.1_34/92-176,NZ_CAJTFZ010000031.1_34,400,24.8,1.9e-06,0.0,85,24.1,7.5e-09,3.1e-06,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides_acidifaciens_metCcustom.domtblout
Bacteroides_acidifaciens_metCcustom,NZ_CAJTFZ010000001.1_80/131-224,NZ_CAJTFZ010000001.1_80,404,21.9,1.4e-05,0.1,94,21.0,6.4e-08,2.7e-05,0.1,workflow/out/metCcustom/hmmer_output/Bacteroides_acidifaciens_metCcustom.domtblout
Bacteroides_acidifaciens_metCcustom,NZ_CAJTFZ010000013.1_17/104-204,NZ_CAJTFZ010000013.1_17,398,21.4,2.1e-05,0.0,101,20.8,7.6e-08,3.2e-05,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides_acidifaciens_metCcustom.domtblout
Bacteroides_acidifaciens_metCcustom,NZ_CAJTFZ010000060.1_17/89-214,NZ_CAJTFZ010000060.1_17,395,19.4,8.1e-05,0.0,126,18.8,3e-07,0.00013,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides_acidifaciens_metCcustom.domtblout
Bacteroides_acidifaciens_metCcustom,NZ_CAJTFZ010000052.1_9/86-212,NZ_CAJTFZ010000052.1_9,385,14.5,0.0025,0.1,127,13.5,1.2e-05,0.0051,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides_acidifaciens_metCcustom.domtblout
Bacteroides_acidifaciens_metCcustom,NZ_CAJTFZ010000007.1_75/40-88,NZ_CAJTFZ010000007.1_75,422,12.9,0.0079,0.0,49,11.9,3.7e-05,0.016,0.0,workflow/out/metCcustom/hmmer_output/Bacteroides_acidifaciens_metCcustom.domtblout
