Aliagarivorans_marinus_malYcustom,NZ_KE386907.1_419/66-403,NZ_KE386907.1_419,408,152.0,3.9e-45,0.0,338,151.7,1.6e-47,4.8e-45,0.0,workflow/out/malYcustom/hmmer_output/Aliagarivorans_marinus_malYcustom.domtblout
Aliagarivorans_marinus_malYcustom,NZ_AUBY01000027.1_49/152-463,NZ_AUBY01000027.1_49,472,106.4,2.7e-31,0.0,312,105.9,1.2e-33,3.7e-31,0.0,workflow/out/malYcustom/hmmer_output/Aliagarivorans_marinus_malYcustom.domtblout
Aliagarivorans_marinus_malYcustom,NZ_KE386908.1_208/84-380,NZ_KE386908.1_208,383,90.1,2.3e-26,0.0,297,89.3,1.3e-28,4e-26,0.0,workflow/out/malYcustom/hmmer_output/Aliagarivorans_marinus_malYcustom.domtblout
Aliagarivorans_marinus_malYcustom,NZ_KE386907.1_408/85-357,NZ_KE386907.1_408,370,87.9,1.1e-25,0.2,273,87.5,5e-28,1.5e-25,0.2,workflow/out/malYcustom/hmmer_output/Aliagarivorans_marinus_malYcustom.domtblout
Aliagarivorans_marinus_malYcustom,NZ_AUBY01000021.1_72/70-409,NZ_AUBY01000021.1_72,415,86.3,3.2e-25,0.0,340,83.3,9.2e-27,2.7e-24,0.0,workflow/out/malYcustom/hmmer_output/Aliagarivorans_marinus_malYcustom.domtblout
Aliagarivorans_marinus_malYcustom,NZ_KE386907.1_196/70-229,NZ_KE386907.1_196,353,79.9,2.8e-23,0.0,160,79.6,1.2e-25,3.5e-23,0.0,workflow/out/malYcustom/hmmer_output/Aliagarivorans_marinus_malYcustom.domtblout
Aliagarivorans_marinus_malYcustom,NZ_KE386908.1_184/150-442,NZ_KE386908.1_184,454,44.8,1.2e-12,0.0,293,44.4,5.8e-15,1.7e-12,0.0,workflow/out/malYcustom/hmmer_output/Aliagarivorans_marinus_malYcustom.domtblout
Aliagarivorans_marinus_malYcustom,NZ_KE386909.1_43/156-468,NZ_KE386909.1_43,474,38.1,1.4e-10,0.0,313,36.9,1.1e-12,3.1e-10,0.0,workflow/out/malYcustom/hmmer_output/Aliagarivorans_marinus_malYcustom.domtblout
Aliagarivorans_marinus_malYcustom,NZ_KE386908.1_276/83-179,NZ_KE386908.1_276,424,28.9,8.3e-08,0.0,97,28.3,4.2e-10,1.2e-07,0.0,workflow/out/malYcustom/hmmer_output/Aliagarivorans_marinus_malYcustom.domtblout
Aliagarivorans_marinus_malYcustom,NZ_AUBY01000010.1_155/172-488,NZ_AUBY01000010.1_155,501,25.6,8.1e-07,0.0,317,25.0,4.2e-09,1.2e-06,0.0,workflow/out/malYcustom/hmmer_output/Aliagarivorans_marinus_malYcustom.domtblout
Aliagarivorans_marinus_malYcustom,NZ_KE386907.1_128/220-246,NZ_KE386907.1_128,428,15.2,0.0012,0.0,27,14.3,7.6e-06,0.0023,0.0,workflow/out/malYcustom/hmmer_output/Aliagarivorans_marinus_malYcustom.domtblout
Aliagarivorans_marinus_malYcustom,NZ_AUBY01000013.1_129/131-203,NZ_AUBY01000013.1_129,412,14.0,0.0026,0.0,73,12.8,2.1e-05,0.0063,0.0,workflow/out/malYcustom/hmmer_output/Aliagarivorans_marinus_malYcustom.domtblout
